"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FDV5B6BN","journalArticle","2024","Luesink, Erwin; Ephrati, Sagy; Cifani, Paolo; Geurts, Bernard","Casimir preserving stochastic Lie–Poisson integrators","Advances in Continuous and Discrete Models","","2731-4235","10.1186/s13662-023-03796-y","https://advancesindifferenceequations.springeropen.com/articles/10.1186/s13662-023-03796-y","Abstract             Casimir preserving integrators for stochastic Lie–Poisson equations with Stratonovich noise are developed, extending Runge–Kutta Munthe-Kaas methods. The underlying Lie–Poisson structure is preserved along stochastic trajectories. A related stochastic differential equation on the Lie algebra is derived. The solution of this differential equation updates the evolution of the Lie–Poisson dynamics using the exponential map. The constructed numerical method conserves Casimir-invariants exactly, which is important for long time integration. This is illustrated numerically for the case of the stochastic heavy top and the stochastic sine-Euler equations.","2024-01-02","2025-03-07 13:14:25","2025-03-07 13:26:31","2025-03-07 13:26:31","1","","1","2024","","Adv Cont Discr Mod","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 9cbb31ad60ef4219987e388463fb5faa Publisher: Springer","","","","Coadjoint orbits; Geometric integration; Hamiltonian mechanics; Lie algebra; Lie group; Stochastic differential equations; Stochastic Lie–Poisson integration; Structure preservation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFF3S3W4","journalArticle","2024","Bos, Thijs; Schmidt-Hieber, Johannes","Convergence guarantees for forward gradient descent in the linear regression model","Journal of Statistical Planning and Inference","","03783758","10.1016/j.jspi.2024.106174","https://linkinghub.elsevier.com/retrieve/pii/S0378375824000314","Renewed interest in the relationship between artificial and biological neural networks motivates the study of gradient-free methods. Considering the linear regression model with random design, we theoretically analyze in this work the biologically motivated (weight-perturbed) forward gradient scheme that is based on random linear combination of the gradient. If d denotes the number of parameters and k the number of samples, we prove that the mean squared error of this method converges for k≳d2log(d) with rate d2log(d)/k. Compared to the dimension dependence d for stochastic gradient descent, an additional factor dlog(d) occurs.","2024-12","2025-03-07 13:14:25","2025-03-07 13:26:03","2025-03-07 13:26:03","106174","","","233","","Journal of Statistical Planning and Inference","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 3e0133b0a57b473bba7fe7df57783ec2 Publisher: Elsevier B.V.","","","","Estimation; Convergence rates; Gradient descent; Linear model; Zeroth-order methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSM672M6","journalArticle","2024","Deijfen, Maria; Michielan, Riccardo","Geometric random intersection graphs with general connection probabilities","Journal of Applied Probability","","0021-9002, 1475-6072","10.1017/jpr.2024.18","https://www.cambridge.org/core/product/identifier/S0021900224000184/type/journal_article","Abstract                            Let                                                                      $\mathcal{V}$                                               and                                                                      $\mathcal{U}$                                               be the point sets of two independent homogeneous Poisson processes on                                                                      $\mathbb{R}^d$                                               . A graph                                                                      $\mathcal{G}_\mathcal{V}$                                               with vertex set                                                                      $\mathcal{V}$                                               is constructed by first connecting pairs of points (               v               ,               u               ) with                                                                      $v\in\mathcal{V}$                                               and                                                                      $u\in\mathcal{U}$                                               independently with probability                                                                      $g(v-u)$                                               , where               g               is a non-increasing radial function, and then connecting two points                                                                      $v_1,v_2\in\mathcal{V}$                                               if and only if they have a joint neighbor                                                                      $u\in\mathcal{U}$                                               . This gives rise to a random intersection graph on                                                                      $\mathbb{R}^d$                                               . Local properties of the graph, including the degree distribution, are investigated and quantified in terms of the intensities of the underlying Poisson processes and the function               g               . Furthermore, the percolation properties of the graph are characterized and shown to differ depending on whether               g               has bounded or unbounded support.","2024-12","2025-03-07 13:14:25","2025-03-07 13:26:12","2025-03-07 13:26:12","1343-1360","","4","61","","J. Appl. Probab.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 246653eeaa8e4c5ab26e1f81c1450ef0 Publisher: Cambridge University Press","","","","UT-Hybrid-D; AB percolation; Complex networks; Degree distribution; Percolation phase transition; Spatial random graphs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7E63KXU","journalArticle","2024","Bläsius, Thomas; Katzmann, Maximillian; Stegehuis, Clara","Maximal cliques in scale-free random graphs","Network Science","","2050-1242, 2050-1250","10.1017/nws.2024.13","https://www.cambridge.org/core/product/identifier/S2050124224000134/type/journal_article","Abstract             We investigate the number of maximal cliques, that is, cliques that are not contained in any larger clique, in three network models: Erdős–Rényi random graphs, inhomogeneous random graphs (IRGs) (also called Chung–Lu graphs), and geometric inhomogeneous random graphs (GIRGs). For sparse and not-too-dense Erdős–Rényi graphs, we give linear and polynomial upper bounds on the number of maximal cliques. For the dense regime, we give super-polynomial and even exponential lower bounds. Although (G)IRGs are sparse, we give super-polynomial lower bounds for these models. This comes from the fact that these graphs have a power-law degree distribution, which leads to a dense subgraph in which we find many maximal cliques. These lower bounds seem to contradict previous empirical evidence that (G)IRGs have only few maximal cliques. We resolve this contradiction by providing experiments indicating that, even for large networks, the linear lower-order terms dominate, before the super-polynomial asymptotic behavior kicks in only for networks of extreme size.","2024-12","2025-03-07 13:14:25","2025-03-07 13:26:00","2025-03-07 13:26:00","366-391","","4","12","","Net Sci","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","Citation Key: 82932f513bc540b5a74f092766354822 Publisher: Cambridge University Press","","","","Chung-Lu random graphs; Erdos-R{\'e}nyi random graphs; Geometric inhomogeneous random graphs; Maximal cliques; Power-law degree distribution; UT-Gold-D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEPBTKUK","journalArticle","2024","Baraud, Yannick; Chen, Juntong","Robust estimation of a regression function in exponential families","Journal of Statistical Planning and Inference","","03783758","10.1016/j.jspi.2024.106167","https://linkinghub.elsevier.com/retrieve/pii/S0378375824000247","We observe n pairs of independent (but not necessarily i.i.d.) random variables X1=(W1,Y1),…,Xn=(Wn,Yn) and tackle the problem of estimating the conditional distributions Qi⋆(wi) of Yi given Wi=wi for all i∈1,…,n. Even though these might not be true, we base our estimator on the assumptions that the data are i.i.d. and the conditional distributions of Yi given Wi=wi belong to a one parameter exponential family Q¯ with parameter space given by an interval I. More precisely, we pretend that these conditional distributions take the form Qθ(wi)∈Q¯ for some θ that belongs to a VC-class Θ¯ of functions with values in I. For each i∈1,…,n, we estimate Qi⋆(wi) by a distribution of the same form, i.e. Qθ̂(wi)∈Q¯, where θ̂=θ̂(X1,…,Xn) is a well-chosen estimator with values in Θ¯. We establish non-asymptotic exponential inequalities for the upper deviations of a Hellinger-type distance between the true conditional distributions of the data and the estimated one based on the exponential family Q¯ and the class of functions Θ¯ we chose. We show that our estimation strategy is robust to model misspecification, contamination and the presence of outliers. Besides, when the data are truly i.i.d., the exponential family Q¯ is suitably parametrized and the conditional distributions Qi⋆(wi) of the form Qθ⋆(wi)∈Q¯ for some unknown Hölderian function θ⋆ with values in I, we prove that the estimator θ̂ of θ⋆ is minimax (up to a logarithmic factor). Finally, we provide an algorithm for calculating θ̂ when Θ¯ is a VC-class of functions of low or moderate dimension and we carry out a simulation study to compare its performance to that of the MLE and median-based estimators. The proof of our main result relies on an upper bound, with explicit numerical constants, on the expectation of the supremum of an empirical process over a VC-subgraph class. This bound can be of independent interest.","2024-12","2025-03-07 13:14:25","2025-03-07 13:25:58","2025-03-07 13:25:58","106167","","","233","","Journal of Statistical Planning and Inference","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 4f023a7c830a4184933f23e225362d0f Publisher: Elsevier B.V.","","","","2025 OA procedure; Generalized linear model; Logit (logistic) regression; Poisson regression; Robust estimation; Supremum of an empirical process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z58HW65T","journalArticle","2024","Chen, Juntong","Robust nonparametric regression based on deep ReLU neural networks","Journal of Statistical Planning and Inference","","03783758","10.1016/j.jspi.2024.106182","https://linkinghub.elsevier.com/retrieve/pii/S0378375824000399","In this paper, we consider robust nonparametric regression using deep neural networks with ReLU activation function. While several existing theoretically justified methods are geared towards robustness against identical heavy-tailed noise distributions, the rise of adversarial attacks has emphasized the importance of safeguarding estimation procedures against systematic contamination. We approach this statistical issue by shifting our focus towards estimating conditional distributions. To address it robustly, we introduce a novel estimation procedure based on ℓ-estimation. Under a mild model assumption, we establish general non-asymptotic risk bounds for the resulting estimators, showcasing their robustness against contamination, outliers, and model misspecification. We then delve into the application of our approach using deep ReLU neural networks. When the model is well-specified and the regression function belongs to an α-Hölder class, employing ℓ-type estimation on suitable networks enables the resulting estimators to achieve the minimax optimal rate of convergence. Additionally, we demonstrate that deep ℓ-type estimators can circumvent the curse of dimensionality by assuming the regression function closely resembles the composition of several Hölder functions. To attain this, new deep fully-connected ReLU neural networks have been designed to approximate this composition class. This approximation result can be of independent interest.","2024-12","2025-03-07 13:14:25","2025-03-07 13:26:07","2025-03-07 13:26:07","106182","","","233","","Journal of Statistical Planning and Inference","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 7a19a82932c6412da3ef739978c2ec16 Publisher: Elsevier B.V.","","","","UT-Hybrid-D; Robust estimation; Supremum of an empirical process; Circumventing the curse of dimensionality; Deep neural networks; Nonparametric regression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TDJYZSH","journalArticle","2025","Liu, Jiabin; Wang, Huadong; Hang, Hanyuan; Ma, Shumin; Shen, Xin; Shi, Yong","Self-Supervised Random Forest on Transformed Distribution for Anomaly Detection","IEEE Transactions on Neural Networks and Learning Systems","","2162-237X, 2162-2388","10.1109/TNNLS.2023.3348833","https://ieeexplore.ieee.org/document/10412688/","Anomaly detection, the task of differentiating abnormal data points from normal ones, presents a significant challenge in the realm of machine learning. Numerous strategies have been proposed to tackle this task, with classification-based methods, specifically those utilizing a self-supervised approach via random affine transformations (RATs), demonstrating remarkable performance on both image and non-image data. However, these methods encounter a notable bottleneck, the overlap of constructed labeled datasets across categories, which hampers the subsequent classifiers’ ability to detect anomalies. Consequently, the creation of an effective data distribution becomes the pivotal factor for success. In this article, we introduce a model called “self-supervised forest (sForest)”, which leverages the random Fourier transform (RFT) and random orthogonal rotations to craft a controlled data distribution. Our model utilizes the RFT to map input data into a new feature space. With this transformed data, we create a self-labeled training dataset using random orthogonal rotations. We theoretically prove that the data distribution formulated by our methodology is more stable compared to one derived from RATs. We then use the self-labeled dataset in a random forest (RF) classifier to distinguish between normal and anomalous data points. Comprehensive experiments conducted on both real and artificial datasets illustrate that sForest outperforms other anomaly detection methods, including distance-based, kernel-based, forest-based, and network-based benchmarks.","2025-02","2025-03-07 13:14:25","2025-03-07 13:26:28","2025-03-07 13:26:28","2675-2689","","2","36","","IEEE Trans. Neural Netw. Learning Syst.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","Citation Key: fcd7e8755a7a438db9fac90a80ef4fef Publisher: IEEE","","","","2024 OA procedure; Task analysis; Anomaly detection; Classification tree analysis; data distribution; Forestry; Fourier transforms; random forest (RF) classifier; Random forests; random Fourier transform (RFT); random orthogonal rotations; self-supervised learning; Self-supervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9TA9UBW","journalArticle","2024","Melistas, Mentzelos","An analogue of a conjecture of Rasmussen and Tamagawa for abelian varieties over function fields","Indagationes Mathematicae","","00193577","10.1016/j.indag.2024.06.007","https://linkinghub.elsevier.com/retrieve/pii/S0019357724000764","Let L be a number field and let ℓ be a prime number. Rasmussen and Tamagawa conjectured, in a precise sense, that abelian varieties whose field of definition of the ℓ-power torsion is both a pro-ℓ extension of L(μ ℓ) and unramified away from ℓ are quite rare. In this paper, we formulate an analogue of the Rasmussen–Tamagawa conjecture for non-isotrivial abelian varieties defined over function fields. We provide a proof of our analogue in the case of elliptic curves. In higher dimensions, when the base field is a subfield of the complex numbers, we show that our conjecture is a consequence of the uniform geometric torsion conjecture. Finally, using a theorem of Bakker and Tsimerman we also prove our conjecture unconditionally for abelian varieties with real multiplication.","2024-11","2025-03-07 13:14:25","2025-03-07 13:26:34","2025-03-07 13:26:34","1270-1281","","6","35","","Indagationes Mathematicae","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 616f136447d14279b64b12c53f76c870 Publisher: Elsevier B.V.","","","","UT-Hybrid-D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TCVKWES","journalArticle","2024","Baas, Stef; Fox, Jean-Paul; Boucherie, Richard J.","Bayesian covariance structure modeling of interval-censored multi-way nested survival data","Journal of Multivariate Analysis","","0047259X","10.1016/j.jmva.2024.105359","https://linkinghub.elsevier.com/retrieve/pii/S0047259X24000666","A Bayesian covariance structure model (BCSM) is proposed for interval-censored multi-way nested survival data. This flexible modeling framework generalizes mixed effects survival models by allowing positive and negative associations among clustered observations. Conjugate shifted-inverse gamma priors are proposed for the covariance parameters, implying inverse gamma priors for the eigenvalues of the covariance matrix, which ensures a positive definite covariance matrix under posterior analysis. A numerically efficient Gibbs sampling procedure is defined for balanced nested designs. This requires sampling latent variables from their marginal full conditional distributions, which are derived through a recursive formula. This makes the estimation procedure suitable for interval-censored data with large cluster sizes. For unbalanced nested designs, a novel (balancing) data augmentation procedure is introduced to improve the efficiency of the Gibbs sampler. The Gibbs sampling procedure is validated in two simulation studies. The linear transformation BCSM (LT-BCSM) was applied to two-way nested interval-censored event times to analyze differences in adverse events between three groups of patients, who were randomly allocated to treatment with different stents (BIO-RESORT). The parameters of the structured covariance matrix represented unobserved heterogeneity in treatment effects and were examined to detect differential treatment effects. A comparison was made with inference results under a random effects linear transformation model. It was concluded that the LT-BCSM led to inferences with higher posterior credibility, a more profound way of quantifying evidence for risk equivalence of the three treatments, and it was more robust to prior specifications.","2024-11","2025-03-07 13:14:25","2025-03-07 13:25:56","2025-03-07 13:25:56","105359","","","204","","Journal of Multivariate Analysis","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 0270f3a6a6c8421ea8d3f35ab52e4840 Publisher: Academic Press Inc.","","","","UT-Hybrid-D; Covariance structure model; Interval-censored times; Linear transformation model; Multi-way nested design; Shifted-inverse gamma distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKXRS7TL","journalArticle","2024","Alvarez, Washington S.; López, Juan Camilo; Liederer, Fernando W.; Dotta, Daniel; Rider, Marcos J.","Dynamic security constrained AC optimal power flow for microgrids","Electric Power Systems Research","","03787796","10.1016/j.epsr.2024.110927","https://linkinghub.elsevier.com/retrieve/pii/S0378779624008137","To ensure the continuous operation of a microgrid, proactive planning is essential, especially when contemplating possible dynamic events that alter the scheduled scenarios for the islanded operation or during its transition from connected to islanded mode. This paper introduces an innovative mathematical programming model for the AC optimal power flow (AC-OPF) with dynamic security constraints (DSCs), considering two scenarios: the islanded operation and the transition. This model uses positive-sequence equations to represent the inverter-based resources (IBRs) for grid-forming and grid-following roles, along with a fourth-order synchronous generator model equipped with excitation and frequency control systems. They assess the dynamic response to specific events such as short-circuits, decreases in PV generation, increases in load demand during the islanded operation, and the transition itself. The DSCs are applied to dispatchable distributed energy resources (DERs), which react to variations in the microgrid, considering generation and opportunity costs to minimize the discrepancy between planned and secure operating points. The mathematical programming model is implemented using AMPL, and solutions are obtained through the nonlinear optimization solver IPOPT. The tests are conducted in an adapted version of the microgrid being developed at the University of Campinas that includes a synchronous generator, photovoltaic (PV) generation, and a battery energy storage system (BESS). Results demonstrate the model's effectiveness in adjusting generation dispatch to withstand defined events and optimizing generation resources, even when limits are not reached.","2024-11","2025-03-07 13:14:25","2025-03-07 13:25:53","2025-03-07 13:25:53","110927","","","236","","Electric Power Systems Research","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 49de209698914f5999723e6f86a96c29 Publisher: Elsevier B.V.","","","","2024 OA procedure; AC optimal power flow; Dynamic security constraints; IBR operation mode models; Islanded microgrid operation; Opportunity cost optimization; Transition microgrid operation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
